LineID	ControlName	English	French	German	Italian	Japanese	Korean	Russian	Spanish	Brazilian	Polish	Tags
869	DF_VM_FIRST_CARTMAN_POST_POWER1	LOL!  Did you...did you see that, New Kid?  I just totally kicked ass with my sweet super power!	MDR ! Tu... Tu as vu le Bleu ? J'ai trop assuré avec mon super-pouvoir qui claque !	LOL! Hast du ... hast du das gesehen, Neuer? Ich hab ihm mit meiner süßen Superkraft in den Arsch getreten!	LOL! Ehi... Hai visto, Novellino? Gli ho fatto un culo così col mio fighissimo potere speciale!	www！見たか、新入り！特殊パワーでガツンとやってやった！	하하하! 방금 봤어, 신삥? 내가 방금 슈퍼 파워로 한 방 크게 날렸어!	ЛОЛ! Новичок, ты... ты это видел? Мое шикарное особое умение — просто чума!	¡JA, JA! Has... ¿has visto eso, niño nuevo? ¡Con ese poder los he mandado a la mierda!	KKKK! Viu isso, Mulek? Eu detonei com o meu superpoder fodão!	LOL! Widziałeś… widziałeś to, Nowy? Właśnie totalnie skopałem im tyłki swoją czadową super mocą!	DF,TUT
1096	DF_TOOLTIP_MAP_NEWKIDSHOUSE	Tap your house to change outfits.	Touche ta maison pour changer de tenue.	Tippe auf dein Haus, um dein Outfit zu wechseln.	Tocca la tua casa per cambiare vestito.	服を着替えるにはお前の家をタップだ。	집을 탭해 복장을 바꿔.	Коснись своего дома, чтобы поменять костюм.	Toca tu casa para cambiar de ropa.	Toque na sua casa para trocar de roupa.	Dotknij swojego domu, aby zmienić strój.	DF,TUT
1097	DF_OVERLAY_MAP_NEWKIDSHOUSE	Your House is Home Base - it's awesome.	Ta maison est notre quartier général. C'est trop cool.	Dein Haus ist deine Basis – Das ist abgefahren.	La tua casa è la tua base (ed è fantastica).	あなたの家はホーム基地です。かっこいい。	네 집이 기지야. 멋지지?	Твой дом — это твоя штаб-квартира в игре. Круто!	Tu casa es tu base. Y una pasada.	A sua Casa é a sua Base. Ela é fantástica.	Twój dom to twoja baza - jest czadowy.	DF,TUT
1098	DF_TOOLTIP_DECKBUILDER_ENTEROUTFIT	Keeeep tapping!	Continue de taper !	Tippe weiter!	Continua a toccare!	タップを続けてー！	계속 탭해!	Жми-и-и-и!	¡Sigue tocandooooo!	Continue tocando!	Dotykaaaaj dalej!	DF,TUT
1099	DF_TOOLTIP_OUTFIT_SELECTBODYTAB	Change your shirt by tapping the body tab.	Change de haut en touchant l'onglet Corps.	Wechsle dein Hemd, indem du auf den Körper tippst.	Cambia la maglia toccando la scheda Corpo.	シャツを着替えるにはボディタブをタップよ。	몸을 탭해서 복장을 바꿔봐.	Чтобы поменять рубашку, коснись вкладки для тела.	Cambia de camisa tocando la pestaña del cuerpo.	Toque na aba "corpo" para mudar a camisa.	Zmień koszulkę, dotykając zakładki z torsem.	DF,TUT
1100	DF_TOOLTIP_OUTFIT_EQUIPGARMENT	Here's your new Indian Tunic!	Et voilà ta nouvelle tunique indienne !	Hier ist deine neue indianische Tunika!	Ecco la tua nuova tunica indiana!	新しいインディアンのチュニック！	새로운 원주민 튜닉을 받아!	Вот твоя новая индейская туника!	¡Mira, tu nueva túnica india!	Aqui está a sua nova Túnica Indígena!	Oto twoja nowa indiańska tunika!	DF,TUT
1101	DF_TOOLTIP_OUTFIT_SELECTCOLORS	You should color it pink, New Kid.	Tu devrais la colorer en rose, le Bleu.	Du solltest sie pink färben, Neuer.	Dovresti dipingerla di rosa, Novellino.	それピンク色にしましょうよ、新入り君。	그거 분홍색으로 칠해라, 신삥.	Новичок, нужно покрасить ее в розовый.	Píntala de rosa, niño nuevo.	Você devia pintar de rosa, Mulek.	Powinieneś zabarwić ją na różowo, Nowy.	DF,TUT
1102	DF_TOOLTIP_DECKBUILDER_EXITDECKBUILDER	Now go show off your hot new look!	Maintenant, va te la raconter avec ton nouveau look !	Und jetzt protze mit deinem neuen Look herum!	Ora vai e sfoggia il tuo nuovo look!	イケてる装備をさっそくお披露目だ！	가서 멋진 모습을 자랑하세요!	А теперь ступай и покажи миру свой новый стильный образ!	¡Y ahora demuestra lo bien que te queda!	Agora vai exibir a sua roupa maneira!	A teraz pokaż swój nowy, gorący styl!	DF,TUT
1103	DF_TOOLTIP_DECKBUILDER_LOCKED	Keep playing to unlock the deck builder.	Continuer de jouer pour déverrouiller le Créateur de deck.	Spiel weiter, um den Deck-Builder freizuschalten.	Continua a giocare per sbloccare il Creatore di mazzi.	デッキビルダーをアンロックするにはプレイを続けよう。	계속 플레이해 덱 편집기를 잠금 해제하세요.	Продолжай играть, чтобы открыть «Конструктор колоды».	Sigue jugando para desbloquear el editor de mazos.	Continue jogando para desbloquear o construtor de baralho.	Graj dalej, aby odblokować budowanie talii.	DF,TUT
1104	DF_OVERLAY_CARDUPGRADE_CARDSTATS	These are the card's stats.	Voici les stats de la carte.	Das sind die Werte der Karte.	Queste sono le statistiche della carta.	カードのステータスです。	카드의 능력치입니다.	Это характеристики карты.	Estas son las estadísticas de la carta.	Estes são os atributos da carta.	To są statystki karty.	DF,TUT
1105	DF_OVERLAY_CARDUPGRADE_UPGRADESTATS	This is the card stat you can improve.	Tu peux améliorer la stat de cette carte.	Diesen Kartenwert kannst du verbessern.	Questa è la statistica della carta che puoi migliorare.	カードステータスは上昇させることができます。	올릴 수 있는 카드 능력치입니다.	Эту характеристику ты можешь улучшить.	Esta es la estadística que puedes mejorar.	Este é o atributo de carta que você pode melhorar.	To jest parametr karty, który możesz ulepszyć.	DF,TUT
1106	DF_OVERLAY_CARDUPGRADE_UPGRADECOST	This is the Item the upgrade requires.	L'amélioration nécessite cet objet.	Das Objekt wird vom Upgrade benötigt.	Questo è l'oggetto necessario per il potenziamento.	アップグレードに必要なアイテムです。	업그레이드에 필요한 아이템입니다.	Вот предмет, который требуется для улучшения.	Esto es lo que necesitas para la mejora.	Este é o item que a melhoria precisa.	To jest przedmiot, którego wymaga ulepszenie.	DF,TUT
1107	DF_OVERLAY_CARDUPGRADE_UPGRADEBUTTON	Tap here to complete the upgrade.	Touche ça pour terminer l'amélioration.	Tippe hier, um das Upgrade durchzuführen.	Tocca qui per completare il potenziamento.	ここをタップしてアップグレードを完了します。	여기를 탭해 업그레이드를 완료하세요.	Коснись, чтобы завершить улучшение.	Toca aquí para terminar la mejora.	Toque aqui para concluir a melhoria.	Dotknij tutaj, aby zakończyć ulepszanie.	DF,TUT
1108	DF_TOOLTIP_CARDUPGRADE_EXIT	OMG you can upgrade your cards?!  This game is fucking amazing!	Ça alors, tu peux améliorer tes cartes ?! Ce jeu déchire grave !	OMG, man kann seine Karten upgraden?! Dieses Spiel ist total unglaublich!	Oh mio Dio, si possono potenziare le carte?! Cazzo, questo gioco è fantastico!	え、カードをアップグレードできるのか！？このゲームホント最高だな！	오오오, 카드를 업그레이드할 수 있다고? 이 게임 죽이는데!	ОМГ, тут что, можно улучшать карты?! Это просто чумовая игра!	Joder, ¡¿puedes mejorar tus cartas?! ¡Este juego es la hostia!	PUTA MERDA, você pode melhorar as suas cartas?! Que jogo do caralho!	OMG tu można ulepszać karty?! Ta gra jest wyjebista!	DF,TUT
1109	DF_TOOLTIP_MAP_NEWKIDSHOUSE2	Enter New Kid's house to customize your deck.	Entre chez le Bleu pour personnaliser ton deck.	Begib dich in dein Haus, um dein Deck anzupassen.	Entra nella casa del Novellino per personalizzare il tuo mazzo.	新入りの家でデッキをカスタマイズだ。	신삥의 집에 들어가 덱을 편집하세요.	Зайди в дом Новичка, чтобы изменить состав своей колоды.	Entra en la casa del niño nuevo para personalizar tu mazo.	Entre na casa do Mulek para personalizar o seu baralho.	Wejdź do domu Nowego, aby zmienić swoją talię.	DF,TUT
1110	DF_OVERLAY_DECKBUILDER_COLLECTION	Your entire collection of cards.	Voici ta collection complète de cartes.	Deine komplette Kartensammlung	Tutta la tua collezione di carte.	あなたの持っているカード全部です。	소유한 모든 카드입니다.	Все твои карты.	Tu colección completa de cartas.	Toda a sua coleção de cartas.	Twoja kolekcja kart.	DF,TUT
1111	DF_OVERLAY_DECKBUILDER_DECK	Your Current Deck.	Ça, c'est ton deck actuel.	Dein aktuelles Deck.	Il tuo mazzo attuale.	あなたの現在のデッキです。	현재 덱입니다.	Твоя текущая колода.	Tu mazo actual.	Seu baralho atual.	Twoja aktualna talia.	DF,TUT
1112	DF_TOOLTIP_DECKBUILDER_OPENDECK	Tap to expand your deck view.	Touche pour ouvrir la vue détaillée.	Tippe, um die Deck-Ansicht zu erweitern.	Tocca per espandere la visuale del mazzo.	タップでデッキ画面を拡大だ。	덱 화면을 탭해 확장하세요.	Коснись, чтобы открыть в полном режиме.	Toca para expandir la vista de mazo.	Toque para expandir a visualização do baralho.	Dotknij, aby rozszerzyć widok talii.	DF,TUT
1113	DF_TOOLTIP_DECKBUILDER_DRAGINCARD1	Drag the card into your deck.	Replace la carte dans ton deck.	Ziehe die Karte zurück in dein Deck.	Trascina la carta nel tuo mazzo.	カードをドラッグしてデッキに入れよう。	카드를 덱에 드래그하세요.	Перетащи карту в колоду.	Arrastra la carta a tu mazo.	Arraste a carta para o baralho.	Przeciągnij kartę do swojej talii.	DF,TUT
1114	DF_TOOLTIP_DECKBUILDER_DRAGINCARD2	Drop your card into an empty spot, or on top of another card to swap it.	Dépose ta carte dans un emplacement vide, ou sur une autre carte pour les intervertir.	Lass die Karte auf einen leeren Platz oder auf eine andere Karte fallen, um sie zu tauschen.	Lascia la carta in uno slot vuoto, oppure posizionala su un'altra carta per scambiarle.	カードを空の場所か、交換するカードの上にドロップするんだ。	카드를 빈 곳에 내려놓으세요. 다른 카드 위에 내려놓으면 카드를 교환합니다.	Положи карту на пустое место или на другую карту, если хочешь заменить ее.	Deja la carta en un espacio libre o encima de otra carta para sustituirla.	Solte a carta em um espaço vazio, ou sobre uma carta que você queira substituir pela nova.	Upuść swoją kartę w pustym miejscu albo na innej karcie, aby je zamienić.	DF,TUT
1115	DF_OVERLAY_DECKBUILDER_EMPTYSLOT	Drop Card Here!	Dépose une carte ici !	Karte hier fallenlassen!	Lascia qui la tua carta!	カードをここにドロップ！	여기에 카드를 내려놓으세요!	Положи карту сюда!	¡Déjala aquí!	Solte a carta aqui!	Upuść kartę tutaj!	DF,TUT
1116	DF_TOOLTIP_DECKBUILDER_EXIT	Have fun customizing your deck and upgrading your cards!	Amuse-toi bien à personnaliser ton deck et améliorer tes cartes !	Viel Spaß beim Anpassen deines Decks und der Upgraden deiner Karten!	Divertiti a personalizzare il tuo mazzo e a potenziare le carte!	デッキのカスタマイズとアップグレードを楽しもう！	덱을 편집하고 카드를 업그레이드하세요!	Меняй состав колоды и улучшай карты. Это весело!	¡Disfruta personalizando tu mazo y mejorando tus cartas!	Divirta-se montando o seu baralho e melhorando as suas cartas!	Baw się dobrze przy zmienianiu swojej talii i ulepszaniu swoich kart!	DF,TUT
1117	DF_TOOLTIP_DECKBUILDER2	Drag a card to remove it from your deck.	Fais glisser une carte pour la retirer de ton deck.	Ziehe eine Karte, um sie aus dem Deck zu nehmen.	Trascina una carta per rimuoverla dal mazzo.	ドラッグすればカードをデッキから外せる。	덱에서 제거하고 싶은 카드는 여기에 드래그하세요.	Перетащи карту, чтобы убрать ее из колоды.	Arrastra una carta para quitarla de tu mazo.	Arraste uma carta para removê-la do baralho.	Przeciągnij kartę, aby ją usunąć ze swojej talii.	DF,TUT
1118	DF_TOOLTIP_MAP_PVPSHOP	Hey there phone destroyer! You looking to make some money to spend in my shop?	Hé, le Phone Destroyer ! Ça te dit de te faire un peu d'argent à dépenser dans ma boutique ?	Hi, Handy-Crusher! Willst du etwas Geld verdienen, um es in meinem Shop auszugeben?	Ehilà, Distruttore di Telefonini! Stai cercando di fare un po' di soldi da spendere nel mio negozio?	よう、フォン・デストロイヤー！このショップで買い物をする金を稼ぎたいか？	어이, 스마트 패왕! 돈 좀 벌고 싶지 않아?	Привет, крушитель телефонов! Хочешь подзаработать денежек, чтобы просадить их в магазине?	¡Eh, Destructor de Teléfonos! ¿Quieres ganar pasta para gastarla en mi tienda?	Ei, Destruidor de Telefones! Está querendo juntar uma graninha para gastar na minha loja?	Hej, hej, Niszczycielu Telefonów! Chcesz zarobić trochę kasy i wydać ją potem w moim sklepie?	DF,TUT
1119	DF_TOOLTIP_PVPSHOP_PLAYPVP	Tap the Battle button to start a live PVP match!	Touche le bouton "Combattre" pour lancer un match PvP en direct !	Tippe auf den Button „Schlacht“, um eine Live-PvP-Partie zu beginnen.	Tocca il pulsante Battaglia per iniziare una partita PvP!	バトルボタンをタップすると、ライブのPvPマッチが始まります！	전투 버튼을 탭해 실시간 PvP 매치를 시작하세요!	Коснись кнопки «Бой», чтобы начать PvP-матч в режиме реального времени!	¡Toca el botón "Luchar" para iniciar un combate JcJ!	Toque no botão de Batalha para iniciar uma partida JxJ ao vivo!	Dotknij przycisku Bitwa, aby rozpocząć mecz PvP na żywo!	DF,TUT
1120	DF_OVERLAY_PVPBATTLE_TIMER	Matches last for 3 minutes.	Les matchs durent 3 minutes.	Die Partie dauert 3 Minuten.	Le partite durano 3 minuti.	マッチ時間は3分間。	매치 시간은 3분입니다.	Матчи длятся по 3 минуты.	Las partidas duran 3 minutos.	As partidas duram 3 minutos.	Mecze trwają 3 minuty.	DF,TUT
1121	DF_OVERLAY_PVPBATTLE_HEALTHBAR	This is your opponent's health bar! Reduce enemy health to destroy their phones!	Voici la jauge de santé de ton adversaire ! Réduis sa santé pour détruire ses téléphones !	Das ist der Gesundheits-\nbalken deines Gegners! Reduziere die Gesundheit des Gegners, um sein Handy zu zerstören!	Questa è la barra della salute del tuo avversario! Riduci la salute del nemico per distruggerne i suoi telefonini!	これは対戦相手のHPゲージです！敵ケータイを壊して相手のHPゲージを減らせ！	상대의 체력 게이지입니다! 체력이 바닥나면 상대의 폰이 박살 납니다!	Это шкала здоровья твоего противника! Уменьши количество вражеского здоровья, чтобы уничтожить его телефоны!	Esta es la barra de salud de tu enemigo. ¡Reduce la salud del enemigo para destruir su teléfono!	Esta é a barra de vida do seu adversário! Reduza a vida do adversário para destruir o telefone dele!	To pasek zdrowia twojego przeciwnika! Zmniejszaj zdrowie przeciwnika, aby zniszczyć jego telefon!	DF,TUT
1122	DF_OVERLAY_PVPBATTLE_HEALTHSEGMENT	Win by destroying the most phones in 3 minutes!	Pour remporter la partie, détruis plus de téléphones que l'adversaire en 3 minutes !	Siege, indem du die meisten Handys in 3 Minuten zerstörst!	Vinci distruggendo il maggior numero di telefonini in 3 minuti!	3分以内にケータイを多く破壊したほうが勝ちです！	3분 안에 최대한 많은 폰을 박살 내면 승리합니다!	Чтобы победить, уничтожь больше всего телефонов за 3 минуты!	¡Para ganar, destruye más teléfonos que tu rival en 3 minutos!	Para vencer, destrua o máximo de telefones em 3 minutos!	Wygrywa ten, kto zniszczy więcej telefonów w ciągu 3 minut!	DF,TUT
1123	DF_TOOLTIP_PVPSHOP_TAPOPENCARDPACK	You earned this pack by destroying the opponents' phones. Tap to open!	Tu as gagné ce pack en détruisant les téléphones adverses. Touche ça pour l'ouvrir !	Du hast dieses Paket verdient, weil du Handys der Gegner zerstört hast. Zum Öffnen antippen!	Hai guadagnato questo pacchetto distruggendo i telefonini degli avversari. Tocca per aprirlo!	敵のケータイを破壊して、このパックがもらえたぜ。タップして開け！	상대의 폰을 박살 내 이 카드 팩을 받았습니다. 탭해서 개봉하세요!	За уничтожение телефонов противника ты получаешь этот набор. Коснись, чтобы открыть его!	Has ganado este pack por destruir teléfonos de enemigos. ¡Toca para abrirlo!	Você ganhou este pacote por destruir telefones de adversários. Toque para abrir!	Udało ci się zdobyć ten pakiet za niszczenie telefonów przeciwników. Dotknij, aby go otworzyć!	DF,TUT
1124	DF_TOOLTIP_PVPSHOP_TAPOPENRANKVIEW	Tap the Rank icon to view PVP rank rewards.	Touche l'icône Rang pour consulter les récompenses PvP de rang.	Tippe auf das Rang-Symbol, um die PvP-Rang-Belohnungen zu sehen.	Tocca l'icona Rango per vedere le ricompense rango PvP.	ランクアイコンをクリックして、PvPランク報酬を確認しよう。	계급 아이콘을 탭하여 PvP 계급 보상을 살펴보세요.	Коснись значка ранга, чтобы посмотреть награды ранга PvP.	Toca el icono de rango para ver las recompensas de rango JcJ.	Toque o ícone de Classificação para ver as recompensas de JxJ.	Dotknij ikony rangi, aby przejrzeć nagrody za rangi PvP.	DF,TUT
1125	DF_OVERLAY_PVPSHOP_RANK_MAINREWARD	Earn this reward when you reach the next PvP rank!	Gagne cette récompense en atteignant le prochain rang PvP !	Du verdienst diese Belohnung, wenn du den nächsten PvP-Rang erreichst.	Guadagnati questa ricompensa raggiungendo il successivo rango PvP!	次のPvPランクに達すると、この報酬が獲得できます！	다음 PvP 계급을 달성하면 이 보상을 받습니다.	На следующем ранге PvP ты получишь эту награду!	¡Gana esta recompensa cuando alcances el siguiente rango en JcJ!	Você ganha esta recompensa ao chegar à próxima classificação no modo JxJ!	Zdobądź tę nagrodę po osiągnięciu kolejnej rangi PvP!	DF,TUT
1126	DF_OVERLAY_PVPSHOP_RANK_REWARDS	Rewards list for all PvP ranks.	Voici la liste des récompenses de tous les rangs PvP.	Belohnungsliste aller PvP-Ränge dieser Saison.	La lista delle ricompense per tutti i ranghi PvP.	全PvPランクの報酬リストです。	모든 PvP 계급 보상 목록입니다.	Список наград для всех рангов PvP.	Lista de recompensas de todos los rangos JcJ.	Lista de recompensas de todas as classificações JxJ.	Lista nagród za wszystkie rangi PvP.	DF,TUT
1128	DF_OVERLAY_MAP_FREEPACK	This banner will show you when the Free pack is ready to be claimed.	Cette bannière t'indiquera quand le pack gratuit sera disponible.	Dieses Banner zeigt dir, wann du ein neues Gratis-Paket abholen kannst.	Questa insegna ti mostra quando il pacchetto gratuito è pronto per essere riscosso.	このバナーは無料パックを獲得できるようになったことを知らせます。	무료 팩을 받을 수 있게 되면 이 깃발이 알려줍니다.	Это флажок подскажет тебе, что можно забирать очередной бесплатный набор.	Esta bandera te mostrará que puedes recoger tu pack gratis.	Esta faixa vai avisar quando você já puder pegar o Pacote Grátis.	Ta flaga pokaże ci, kiedy możesz odebrać darmowy pakiet.	DF,TUT
1129	DF_TOOLTIP_MAP_DAILYSHOP	Tap the shop, New Kid. There's someone waiting for you inside!	Touche la boutique, le Bleu. Quelqu'un t'attend à l'intérieur !	Tippe auf den Shop, Neuer. Da drinnen wartet etwas auf dich!	Tocca il negozio, Novellino. C'è qualcuno che ti aspetta là dentro!	ショップをタップしろ、新入り。中で誰かが待ってるぜ。	상점을 탭해, 신삥. 안에 널 기다리는 게 있어!	Новичок, коснись магазина. Там тебя уже ждут!	Toca la tienda, niño nuevo. ¡Alguien te espera dentro!	Toque na loja, Mulek. Tem alguém esperando por você lá dentro!	Dotknij sklepu, Nowy. W środku coś na ciebie czeka!	DF,TUT
1130	DF_OVERLAY_DAILYSHOP_BOTTOMROW	This is the sweet stuff you can buy in the shop.	Voilà les trucs cool que tu peux acheter dans la boutique.	Das ist der süsse Kram, den du im Shop kaufen kannst.	Questa è la roba più figa che puoi acquistare nel negozio.	これはショップで買える装備品です。	상점에서는 근사한 물건을 팔지.	В магазине можно купить всякие шикарные штуки.	Esto es lo que puedes comprar en la tienda.	Estas são as coisas maneiras que você pode comprar na loja.	Oto czadowe towary, które możesz kupić w sklepie.	DF,TUT
1131	DF_OVERLAY_DAILYSHOP_TIMER	This timer shows when new items will appear in the shop.	Ce chrono t'indique quand de nouveaux objets sont disponibles dans la boutique.	Dieser Timer zeigt dir, wann neue Objekte im Shop auftauchen.	Questo timer ti mostra quando appariranno dei nuovi oggetti nel negozio.	このタイマーはショップに新アイテムが入荷すると表示されます。	이 타이머는 상점에 새로운 아이템이 언제 들어올지 알려줘.	Этот таймер показывает, когда в магазине появятся новые предметы.	El temporizador indica cuándo cambia la selección.	Este marcador de tempo indica quando vão aparecer novos itens na loja.	Ten licznik pokazuje, kiedy w sklepie pojawią się nowe przedmioty.	DF,TUT
1132	DF_TOOLTIP_DAILYSHOP_FREEPACK	This sure is a friendly shop, it even gives away free cards!	Ils sont sympas dans cette boutique, ils offrent même gratuitement des cartes !	Das ist ein total netter Shop, der sogar Karten verschenkt.	Questo negozio è davvero carino: regala persino delle carte!	ここのサービスは最高だ。\nカードの無料配布までしてるんだぜ！	여긴 엄청 친절해서 가끔 무료 팩도 준다고!	Магазинчик что надо: тут даже дают бесплатные карты!	Esta tienda es lo más, ¡hasta dan cartas gratis!	É uma loja muito legal mesmo. Ela até dá cartas de graça!	To bardzo przyjazny sklep, dają nawet karty za darmo!	DF,TUT
1133	DF_VM_ONB_21_1	You’ll need some more firepower if we hope to crush the Indian menace.  Come to my house and get some free packs of cards!	Si on veut écraser les Indiens, il va nous falloir plus de puissance de feu. Viens chez moi pour choper des packs de cartes gratuits !	Du brauchst mehr Feuerkraft, wenn wir die indianische Bedrohung zerschmettern wollen. Komm in mein Haus und hol dir ein paar Gratis-Kartenpakete ab!	Ci servirà della potenza di fuoco, se vogliamo schiacciare la minaccia indiana. Vieni a casa mia e prendi qualche pacchetto di carte gratuite!	インディアンどもをぶっつぶしたけりゃ、もっと射撃能力が欲しいな。俺ん家に来て無料カードパックを持ってけよ！	원주민 녀석들을 이기려면 화력을 보충해야 해. 우리 집에 와서 카드를 좀 받아가!	Чтобы устранить индейскую угрозу, нужно больше боевой мощи. Заходи ко мне домой и получи бесплатные наборы карт!	Necesitamos potencia de fuego para cargarnos a esos indios. ¡Ven a mi casa, te daré unas cartas gratis!	Elfos versus Alienígenas	Jeśli chcesz zmiażdżyć Indian, będziesz potrzebować większej siły ognia. Przyjdź do mojego domu i odbierz darmowe pakiety kart!	DF,TUT
1134	DF_VM_ONB_21_2	Wow, I can't believe that shopkeeper just gives away free cards.  What a nice guy.	Waouh, j'y crois pas, ce marchand donne des cartes gratos ! C'est vraiment un mec sympa.	Wow, ich kann kaum fassen, dass der Verkäufer im Shop Karten einfach verschenkt. Was für ein netter Typ.	Wow, non riesco a credere che quel negoziante regali delle carte. Che tipo gentile.	うほ。あの店員、無料でカードをくれるのか。めっちゃいいヤツ。	와, 공짜로 카드를 나눠주다니, 정말 좋은 사람이야.	Поверить не могу, что владелец магазина действительно раздает бесплатные карты. Какой славный парень.	Jo, no puedo creer que el tendero regale cartas sin más. Es un tío legal.	Os Elfos são invocados com a velocidade aumentada e os Alienígenas têm os atributos reforçados.	Wow, nie wierzę, że ten sklepikarz po prostu rozdaje darmowe karty. Co za miły facet.	DF,TUT
1264	DF_OVERLAY_DUPES	How many copies of this card you need.  Fill the meter to Level Up!	Il s'agit du nombre d'exemplaires de cette carte dont tu as besoin. Remplis la jauge pour monter de niveau !	Wie viele Kopien dieser Karte brauchst du? Füll die Anzeige auf, um aufzuleveln!	Il numero di copie che ti servono di questa carta. Riempi l'indicatore per salire di livello!	必要なカードの枚数です。メーターがいっぱいになるとレベルアップ！	카드 레벨을 올리려면 필요한 개수입니다!	Заполни шкалу, чтобы получить новый уровень! Она показывает, сколько экземпляров карты тебе нужно.	Cuántas copias de la carta necesitas. ¡Llena el medidor para subir de nivel!	Venha até South Park	Liczba potrzebnych kopii tej karty. Wypełnij licznik, aby zdobyć nowy poziom!	DF,TUT
1413	DF_OVERLAY_PREBATTLE_STAGEPROGRESS	Each stage has 15 difficulties, beat the stage to level it up!	Chaque monde possède 15 niveaux de difficulté. Termine chaque monde pour augmenter son niveau !	Jede Phase hat 15 Schwierigkeits-\nstufen. Bezwinge die Phase, um sie aufzuleveln!	Ogni livello ha 15 difficoltà. Supera il livello per alzarne la difficoltà!	各ステージにはそれぞれ15段階の難易度があります。ステージをクリアして難易度レベルを上げましょう！	각 스테이지는 15레벨까지 있습니다. 스테이지를 완료하면 난이도가 올라갑니다!	На каждом этапе есть 15 уровней сложности. Пройди этап, чтобы повысить его сложность.	Cada fase tiene 15 dificultades. ¡Supera la fase para subirla de nivel!	Quando invocadas, as cartas do Cartman, Kenny, Kyle e Stan custam menos uma energia que o habitual, têm os atributos reforçados e a velocidade aumentada.	Każdy etap ma 15 poziomów trudności, ukończ dany poziom trudności, aby odblokować wyższy!	DF,TUT
1414	DF_OVERLAY_PREBATTLE_SPECIALREWARD	When you beat the Stage, you get a new set of loot to collect!	Quand tu termines un monde, tu obtiens du butin !	Wenn du eine Phase bezwingst, erhältst du einen neuen Beutesatz zum sammeln!	Quando superi il livello ricevi un nuovo set di bottini da riscuotere!	ステージに勝つたびに、戦利品を新たに獲得する！	스테이지를 완료할 때마다 새로운 전리품을 얻습니다!	За прохождение этапа ты получаешь новую добычу!	¡Cuando superas la fase recibes otro lote de botín!	As bruxas e os curandeiros custam menos uma energia que o habitual e causam dano em dobro.	Gdy ukończysz etap, dostaniesz nowe nagrody!	DF,TUT
1422	DF_OVERLAY_OUTFIT_DRAGTOHERO	Drag onto New Kid to equip!	Fais glisser ça sur le Bleu pour l'équiper !	Zieh sie auf den Neuen, um sie auszurüsten!	Trascina sul Novellino per utilizzarla!	新入りまでドラッグして装備しよう！	신삥에게 드래그해 장착하세요!	Перетащи на Новичка, чтобы экипировать!	¡Arrástralo al niño nuevo para equiparlo!	Bruxas e Curandeiros	Przeciągnij na Nowego, aby wyposażyć!	DF,TUT
2175	DF_TOOLTIP_MAP_PREVIOUSEPISODE	Tap to return to the first Episode	Touche pour retourner au premier épisode.	Tippe, um zur ersten Episode zurückzukehren.	Tocca per tornare al primo episodio	ここをタップすると最初のエピソードにもどる	첫 번째 에피소드로 돌아가려면 탭하세요.	Коснись, чтобы вернуться к первому эпизоду.	Toca para volver al primer episodio.	Tivemos um problema com o modo Caos, então aqui vai um presentinho!	Dotknij, aby wrócić do pierwszego odcinka	DF,TUT
2177	DF_VM_STAGE_LEVELING_01	Hey New Kid! Did you know you can replay stages to get more stuff? Let me show you.	Hé, le Bleu ! Tu savais que tu peux rejouer aux mondes pour gagner plus de trucs ? Je vais te montrer.	He, Neuer! Wusstest du, dass du Phasen wiederholen kannst, um noch mehr Zeug zu kriegen? Ich zeig es dir.	Ehi, Novellino! Lo sapevi che puoi rigiocare i livelli per ottenere più roba? Lascia che te lo mostri.	よう、新入り！知ってるか、同じステージをもう一度プレイすればもっとカードが手に入るんだぜ。見せてやるよ。	야, 신삥! 이미 완료한 스테이지를 반복해도 전리품을 챙길 수 있다는 것 알아? 내가 어떻게 하는지 알려줄게.	Эй, Новичок! Ты в курсе, что можно повторно проходить этапы, чтобы получать больше добычи? Давай покажу.	¡Eh, niño nuevo! ¿Sabías que puedes repetir fases para ganar más cosas? Te lo enseñaré.	Os Hamsters do Caos	Hej, Nowy! Wiedziałeś, że możesz ponownie rozgrywać etapy, aby zdobywać nowe rzeczy? Pokażę ci.	DF,TUT
2178	DF_VM_STAGE_LEVELING_02	Make sure to beat the crap out of those stages and get all the sweet loot!	Maîtrise chaque monde pour rafler le magot !	Stelle sicher, dass du jeden Scheiß aus den Phasen mitnimmst und dir die gesamte süße Beute krallst.	Assicurati di battere alla grande quei livelli per ottenere tutto il bottino!	各ステージを全部クリアして、すんげー戦利品をぜんぶゲットしろよ！	제대로 박살 내서 근사한 전리품을 챙겨!	Пройди все эти этапы и получи всю самую шикарную добычу!	¡Machaca esas fases y consigue ese botín de una vez!	Os Hamsters do Caos estão aqui!	Pamiętaj, żeby rozjechać te etapy na placek i zdobyć wszystkie nagrody!	DF,TUT
